"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Bad",80,131,19,66,7,0,0,100,-7,7,8,7,0,71,0,0,0,-8,74,1,2,-8,100
"Bad",63,174,1,62,11,1,0,79,5,3,5,14,1,29,0,5,5,37,101,5,2,2,70
"Good",78,251,7,107,25,0,0,100,-7,7,8,27,2,33,7,0,0,36,92,4,2,2,75
"Bad",60,215,12,110,15,0,0,73,13,6,6,15,0,7,11,0,0,75,-8,5,-8,4,64
"Good",67,210,36,91,24,1,0,80,21,6,5,25,0,32,0,2,2,75,7,3,4,2,70
"Bad",63,96,13,72,24,0,0,92,10,4,6,24,0,25,0,4,4,58,69,7,2,1,82
"Bad",63,120,7,65,18,1,1,100,-7,6,8,24,1,38,0,2,2,65,62,5,3,2,73
"Good",93,180,7,111,12,0,0,100,-7,7,8,35,1,15,22,0,0,0,90,1,1,0,40
"Bad",52,141,16,75,22,9,6,75,18,0,2,29,0,39,0,4,4,61,73,3,2,0,71
"Good",90,-8,2,81,8,0,0,100,-7,7,8,10,1,20,-7,1,1,0,-8,0,1,0,20
"Bad",61,174,1,61,25,0,0,88,10,4,6,26,3,12,-7,0,0,41,21,6,2,1,57
"Bad",62,150,3,66,40,3,0,91,2,3,2,45,3,20,0,3,3,49,62,11,3,2,50
"Bad",69,44,18,37,4,0,0,100,-7,7,8,4,0,25,0,3,3,95,-8,3,-8,1,100
"Good",75,154,6,72,28,0,0,100,-7,7,8,29,2,66,20,0,0,1,64,2,4,0,75
"Good",83,166,2,65,18,0,0,95,57,6,6,19,3,32,-7,1,1,12,64,2,3,0,63
"Good",88,137,25,101,10,0,0,100,-7,7,8,11,0,64,-8,0,0,0,-8,1,-8,1,33
"Good",82,176,18,107,40,0,0,100,-7,7,8,40,0,35,0,0,0,0,75,2,2,1,21
"Good",88,185,19,92,28,0,0,100,-7,7,8,28,0,50,16,0,0,8,62,2,3,0,63
"Good",72,271,3,58,39,1,0,98,8,4,5,43,2,40,0,6,6,12,92,4,3,0,64
"Good",85,419,9,204,11,0,0,100,-7,7,8,11,1,27,0,0,0,6,-8,3,1,1,67
"Bad",72,110,1,52,33,1,1,97,28,6,2,37,4,22,0,6,6,12,99,6,2,0,42
"Good",85,221,2,46,62,0,0,100,-7,7,8,63,6,16,0,2,2,0,-8,4,3,0,21
"Bad",84,115,12,50,9,0,0,100,-7,7,8,11,0,9,19,0,0,0,-8,0,1,0,20
"Good",77,215,3,80,17,0,0,89,22,6,6,18,2,11,0,4,4,2,-8,3,1,0,33
"Bad",94,203,12,125,9,0,0,100,-7,7,8,9,0,11,0,0,0,0,-8,0,1,0,25
"Bad",62,134,3,48,17,0,0,94,0,4,6,19,3,63,0,1,1,63,55,2,5,1,88
"Good",72,258,1,69,25,0,0,97,-8,6,6,31,5,23,-7,2,2,57,-8,4,1,1,45
"Bad",70,333,1,49,13,2,2,100,-7,6,8,20,2,36,-7,3,3,8,96,1,3,0,50
"Bad",64,326,9,142,26,1,0,81,8,4,5,24,2,19,-7,2,2,21,52,5,3,1,57
"Bad",91,449,4,149,11,0,0,100,-7,7,8,11,2,9,0,0,0,0,-8,1,1,0,25
"Good",60,194,25,78,16,0,0,65,2,4,6,20,0,25,0,1,1,46,15,6,3,1,82
"Good",77,126,8,61,25,0,0,92,42,6,6,25,4,12,7,0,0,9,100,7,2,0,63
"Bad",60,144,9,48,28,1,1,97,22,6,2,30,2,33,-7,0,0,79,59,5,4,4,64
"Bad",68,374,4,72,21,0,0,95,2,4,6,22,5,36,0,0,0,45,79,5,2,1,70
"Bad",57,331,3,115,8,7,4,50,1,1,2,16,1,19,0,1,1,24,100,2,2,0,44
"Good",76,69,2,35,15,0,0,100,-7,7,8,17,2,18,-7,0,0,20,-8,4,1,1,50
"Good",82,215,7,112,11,1,0,92,53,6,5,13,1,54,6,0,0,29,35,1,2,0,60
"Good",55,248,15,62,19,2,1,86,3,0,5,22,0,64,0,2,2,8,31,1,2,0,75
"Good",82,178,7,70,24,1,0,89,40,6,5,27,2,41,1,2,2,12,84,2,1,0,60
"Bad",65,162,16,102,17,3,2,70,10,4,4,23,0,39,-8,0,0,57,6,4,3,1,89
"Good",75,176,5,69,44,0,0,100,-7,7,8,44,3,18,5,0,0,34,91,2,3,0,56
"Bad",68,86,7,27,11,1,1,92,7,0,2,12,3,50,0,1,1,0,95,0,3,-8,50
"Good",79,288,7,92,33,0,0,97,7,4,6,37,2,24,0,2,2,2,69,4,3,0,32
"Bad",65,116,10,37,14,1,1,93,72,6,2,15,1,13,0,2,2,52,-8,3,1,2,56
"Bad",81,74,2,47,24,0,0,100,-7,7,8,26,1,12,-7,2,2,8,-8,2,1,0,38
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",56,34,15,27,2,2,2,67,38,6,2,3,0,100,-7,0,0,-8,47,-8,2,-8,100
"Good",72,171,6,64,28,1,0,97,67,6,5,30,7,53,1,1,1,61,93,4,2,1,67
"Bad",61,308,12,95,30,0,0,91,2,4,6,32,0,13,0,4,3,81,-8,7,2,2,82
"Good",75,407,11,109,30,0,0,97,18,6,6,31,1,23,0,4,4,22,-8,4,1,1,42
"Bad",65,141,3,25,12,3,3,100,-7,6,8,18,1,50,0,7,7,16,65,3,4,0,78
"Good",71,522,14,159,14,1,0,88,10,4,5,16,0,38,0,0,0,44,77,5,2,1,88
"Good",80,178,4,65,36,0,0,100,-7,7,8,38,3,42,0,0,0,34,-8,4,2,0,86
"Good",83,394,22,142,34,0,0,100,-7,7,8,25,0,15,-8,0,0,0,51,1,2,1,43
"Bad",69,295,1,50,24,0,0,100,-7,7,8,26,6,54,0,1,1,33,58,4,10,1,80
"Bad",80,177,1,64,33,0,0,100,-7,5,7,35,5,34,1,4,3,19,44,3,3,1,75
"Bad",79,13,4,8,3,0,0,100,-7,7,8,3,2,33,-7,3,3,2,-8,1,1,0,67
"Bad",57,280,9,86,24,1,0,81,2,3,5,27,1,44,0,1,1,75,88,8,3,5,92
"Bad",64,187,16,85,16,0,0,78,4,4,6,18,0,17,0,0,0,52,-8,6,1,2,64
"Bad",71,285,3,84,25,1,0,93,26,6,5,27,1,33,0,7,7,30,38,2,4,1,78
"Bad",88,225,3,74,34,0,0,100,-7,7,8,35,2,46,3,1,1,6,91,4,4,0,73
"Bad",61,358,9,95,31,0,0,91,10,4,6,33,1,39,0,0,0,70,-8,10,1,2,85
"Good",86,225,4,79,14,0,0,100,-7,7,8,14,1,14,7,0,0,15,-8,2,-8,0,29
"Good",92,398,76,233,5,0,0,100,-7,7,8,5,0,0,0,0,0,0,-8,0,-8,-8,0
"Bad",59,55,10,31,18,0,0,94,32,6,6,19,1,17,0,1,1,62,87,6,1,3,78
"Bad",74,42,10,27,8,0,0,100,-7,7,8,8,2,25,23,1,0,41,76,2,2,1,57
"Bad",54,141,8,54,15,2,0,71,2,3,5,17,2,41,-7,0,0,49,86,3,3,2,75
"Bad",83,176,13,89,25,1,0,93,34,6,5,30,0,23,3,2,2,0,-8,2,1,0,30
"Good",77,-8,3,116,19,0,0,100,-7,7,8,19,2,16,18,0,0,34,-8,10,1,1,85
"Good",77,375,4,162,22,0,0,100,-7,7,8,22,1,36,-8,0,0,30,68,3,3,1,67
"Bad",56,140,9,69,16,1,1,94,1,4,6,18,1,47,0,0,0,66,66,3,2,2,71
"Bad",63,298,3,90,30,2,0,67,3,3,5,25,3,21,2,6,6,15,43,16,4,1,80
"Good",77,85,20,56,14,0,0,100,-7,7,8,15,0,27,0,0,0,21,-8,5,1,1,75
"Good",76,217,14,83,23,0,0,100,-7,7,8,26,0,22,11,0,0,17,51,10,3,2,81
"Good",71,95,1,43,33,0,0,100,-7,7,8,41,4,17,0,4,4,17,89,7,3,1,53
"Bad",66,284,32,107,15,2,2,82,3,4,4,17,0,53,0,1,1,19,50,3,2,1,63
"Good",69,222,12,103,31,1,0,94,79,6,5,33,0,33,6,1,0,32,68,13,3,2,84
"Good",66,150,4,72,37,3,3,97,-7,0,7,41,4,32,0,3,3,4,58,4,3,0,54
"Good",73,320,3,82,33,0,0,100,-7,7,8,23,8,21,3,3,2,26,91,4,4,1,45
"Bad",67,121,2,29,15,1,1,94,30,6,2,12,7,24,-7,1,1,30,-8,6,1,1,64
"Good",77,143,11,74,21,0,0,100,-7,7,8,22,1,23,0,1,1,13,15,5,2,1,80
"Bad",83,-8,9,88,31,0,0,94,14,6,6,0,2,22,1,1,1,6,100,3,2,0,63
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",64,223,3,77,21,0,0,100,-7,7,8,21,1,10,0,6,6,93,-8,6,1,3,100
"Good",79,238,7,92,23,0,0,96,59,6,6,23,1,22,0,0,0,31,49,8,3,0,61
"Bad",58,164,2,88,17,3,3,86,4,4,4,24,2,41,0,4,4,24,59,4,3,-8,78
"Good",63,308,24,105,16,1,0,70,3,3,5,20,0,60,0,0,0,42,42,4,4,1,73
"Bad",59,174,2,92,10,0,0,69,0,4,6,13,1,62,12,0,0,94,100,3,1,1,80
"Bad",61,177,3,101,27,0,0,76,1,4,6,29,2,21,0,0,0,19,-8,7,1,1,62
"Good",86,191,7,82,27,0,0,100,-7,7,8,28,1,22,7,0,0,0,-8,0,1,0,8
"Bad",69,155,3,52,31,0,0,100,-7,7,8,31,1,29,-7,2,2,51,98,3,3,2,46
"Good",86,248,21,150,22,0,0,100,-7,7,8,35,0,54,-7,0,0,4,-8,3,-8,0,50
"Bad",66,398,13,129,14,1,0,81,2,4,5,16,0,13,0,0,0,32,-8,3,1,0,67
"Bad",75,193,3,52,23,1,0,96,43,6,2,24,2,29,0,0,0,27,-8,9,1,1,67
"Good",71,322,20,117,29,1,1,93,9,4,6,30,0,48,-7,2,2,21,-8,2,1,0,25
"Good",81,191,2,117,40,0,0,100,-7,7,8,6,5,7,0,3,3,15,-8,6,-8,2,26
"Bad",73,60,6,40,18,0,0,100,-7,7,8,20,1,10,0,2,0,17,-8,3,1,1,33
"Good",82,308,8,109,38,0,0,100,-7,7,8,44,2,50,3,1,1,1,84,4,1,1,38
"Good",80,335,29,187,9,0,0,100,-7,7,8,11,0,11,0,4,3,51,-8,1,-8,1,20
"Bad",79,161,5,85,7,0,0,100,-7,7,8,9,2,78,0,3,3,14,-8,2,1,0,100
"Bad",58,42,2,24,17,0,0,100,-7,7,8,18,2,50,0,7,7,90,74,5,5,1,100
"Good",91,228,18,127,16,0,0,100,-7,7,8,18,0,33,17,0,0,1,-8,2,-8,0,33
"Bad",57,158,4,77,38,0,0,85,2,4,6,39,1,51,0,3,3,44,49,13,6,2,90
"Good",83,106,3,62,28,0,0,100,-7,7,8,28,5,11,-7,4,4,17,-8,2,1,0,60
"Good",69,111,20,65,14,2,2,93,35,6,6,17,0,33,0,0,0,11,73,1,1,-8,67
"Bad",57,165,2,71,38,0,0,98,1,4,6,48,3,44,0,10,10,89,72,12,3,6,88
"Good",65,29,9,18,10,0,0,100,-7,7,8,10,3,40,0,5,5,38,68,5,3,0,89
"Good",82,159,1,95,19,0,0,100,-7,7,8,5,2,70,-8,0,0,42,67,3,3,0,67
"Bad",62,233,8,79,6,3,2,86,44,6,5,9,1,57,0,0,0,63,71,2,3,-8,83
"Good",83,361,8,94,25,0,0,96,63,6,6,26,2,27,0,0,0,11,61,3,2,0,42
"Good",85,173,16,51,9,0,0,100,-7,7,8,28,0,0,0,1,1,13,-8,4,-8,0,80
"Bad",69,101,2,54,23,1,1,88,20,6,2,26,6,50,0,3,2,27,57,1,7,0,57
"Good",70,51,11,36,8,0,0,100,-7,7,8,8,1,75,0,1,1,-8,74,-8,2,-8,100
"Good",91,283,9,140,7,0,0,100,-7,7,8,7,1,29,-8,0,0,11,-8,2,1,0,60
"Good",79,199,10,179,27,0,0,100,-7,7,8,27,1,26,-7,3,3,25,52,3,2,1,38
"Bad",78,238,7,99,30,1,0,94,37,6,5,32,1,44,1,3,3,6,-8,4,3,0,70
"Good",69,127,1,57,16,0,0,94,9,4,6,18,2,28,0,3,2,28,100,3,3,0,60
"Good",64,345,3,109,31,2,1,92,59,6,2,36,3,42,0,3,3,51,78,6,1,3,64
"Bad",71,250,3,72,12,3,3,73,63,6,3,15,2,47,0,2,2,29,73,2,3,0,83
"Good",81,189,11,96,21,1,1,96,77,6,3,24,1,8,21,0,0,0,-8,0,1,0,33
"Good",64,178,3,65,31,0,0,100,-7,7,8,31,1,10,14,0,0,80,-8,15,1,11,84
"Good",65,170,7,67,12,1,0,60,38,6,5,15,2,40,7,0,0,71,-8,3,2,2,71
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",69,41,9,27,3,1,1,75,36,6,2,4,1,0,-7,0,0,24,-8,1,-8,-8,100
"Good",77,132,8,70,23,0,0,100,-7,7,8,23,1,48,3,2,2,21,88,2,3,0,71
"Good",88,393,16,158,15,0,0,100,-7,7,8,16,0,13,0,0,0,9,-8,3,1,0,50
"Bad",70,251,50,164,16,0,0,94,10,4,6,23,0,44,-7,0,0,30,-8,2,1,1,80
"Bad",65,37,13,24,11,0,0,100,-7,7,8,11,0,27,3,4,4,81,-8,6,1,2,88
"Good",76,201,8,71,38,0,0,97,51,6,6,39,5,36,0,0,0,0,47,1,5,0,35
"Bad",62,175,2,46,18,0,0,95,0,4,6,20,2,75,0,2,2,57,81,3,5,1,89
"Good",74,73,18,46,9,0,0,100,-7,7,8,9,0,11,21,0,0,65,-8,3,-8,1,50
"Bad",86,-8,4,93,38,0,0,100,-7,7,8,39,1,5,-7,0,0,9,51,7,2,0,36
"Bad",68,132,2,60,19,1,1,100,-7,6,8,20,2,35,0,2,2,43,95,6,2,0,89
"Good",87,216,15,79,21,0,0,100,-7,7,8,22,0,14,-8,0,0,10,-8,3,1,0,36
"Good",70,156,5,58,3,0,0,100,-7,7,8,3,1,33,1,2,2,95,88,1,1,-8,100
"Good",69,194,9,81,44,1,0,98,40,6,5,45,3,44,2,1,1,45,96,5,4,0,75
"Bad",80,151,13,80,10,0,0,100,-7,7,8,10,0,40,0,0,0,54,87,3,2,0,100
"Bad",68,84,4,42,11,1,1,83,20,6,4,12,1,42,3,2,2,68,15,5,2,1,100
"Bad",68,129,4,55,27,0,0,100,-7,7,8,27,2,44,0,1,1,75,96,7,3,3,100
"Good",85,207,3,63,21,0,0,100,-7,7,8,21,1,29,4,1,1,9,70,3,2,0,45
"Bad",74,455,4,194,20,0,0,95,43,6,6,20,2,25,6,0,0,43,96,7,3,1,71
"Good",86,350,19,121,15,0,0,100,-7,7,8,16,0,44,0,1,1,12,-8,2,-8,0,33
"Good",84,413,2,106,35,0,0,100,-7,7,8,44,2,19,1,4,4,2,-8,9,-8,0,53
"Good",72,304,6,83,27,0,0,93,55,5,6,27,5,33,0,2,2,34,90,6,3,1,69
"Good",89,280,10,90,19,0,0,100,-7,7,8,20,1,16,-8,0,0,1,-8,2,1,0,33
"Bad",56,70,6,31,28,0,0,96,43,6,6,29,7,25,-7,2,2,71,-8,8,1,4,56
"Good",86,235,7,111,20,0,0,100,-7,7,8,20,1,25,0,0,0,12,70,7,2,0,90
"Bad",66,174,6,72,29,3,2,87,16,6,4,32,2,19,0,1,0,37,87,9,2,4,65
"Bad",64,180,3,48,13,1,1,92,41,6,6,14,3,62,0,1,1,75,31,2,4,1,86
"Bad",66,162,9,51,21,1,1,86,26,6,2,22,1,45,1,6,6,32,76,5,2,0,64
"Good",87,136,24,86,16,0,0,100,-7,7,8,6,0,38,0,2,2,0,-8,0,1,0,10
"Bad",81,112,2,55,17,0,0,100,-7,7,8,19,1,47,0,1,1,24,-8,1,2,1,33
"Bad",62,-8,8,32,5,1,0,83,11,3,5,0,2,50,1,3,3,37,75,3,1,1,100
"Good",83,103,23,62,11,0,0,100,-7,7,8,11,0,27,-8,0,0,5,23,1,2,0,60
"Bad",84,155,17,78,13,0,0,100,-7,6,7,17,0,50,12,0,0,1,-8,1,1,0,60
"Bad",62,166,1,54,38,2,2,95,-8,6,3,44,4,32,1,3,3,80,93,5,2,3,78
"Good",83,347,7,137,24,0,0,100,-7,7,8,28,1,21,4,2,2,4,-8,3,2,0,56
"Good",79,414,8,120,32,0,0,97,17,6,6,33,1,36,12,0,0,27,70,2,2,0,29
"Good",83,215,8,123,20,0,0,100,-7,7,8,7,1,15,1,2,2,7,-8,3,1,0,40
"Good",34,157,31,91,1,8,7,33,1,0,2,11,0,67,0,4,4,100,-8,1,-8,1,100
"Good",79,16,3,7,4,0,0,100,-7,7,8,5,4,40,0,2,2,8,-8,1,1,0,50
"Good",88,304,3,96,29,0,0,100,-7,7,8,31,2,37,-8,0,0,18,-8,2,1,0,33
"Good",82,445,14,217,21,1,1,95,22,6,3,27,0,14,23,0,0,5,-8,4,-8,0,33
"Bad",63,149,3,80,11,2,1,83,8,4,5,12,2,33,0,17,16,27,86,2,3,0,83
"Good",69,138,22,71,8,2,1,80,38,6,5,10,0,70,0,3,3,-8,39,-8,2,-8,100
"Bad",69,280,11,125,16,1,1,88,6,0,2,17,1,24,0,0,0,45,64,4,2,0,43
"Bad",63,159,5,68,39,1,0,98,17,6,5,41,1,38,-7,0,0,73,89,6,5,2,85
"Good",78,311,5,72,17,0,0,100,-7,7,8,17,3,35,-7,1,1,32,-8,2,2,1,57
"Bad",72,110,7,63,12,1,1,92,52,6,2,13,1,54,0,3,3,0,-8,0,1,-8,25
"Good",64,226,1,102,44,0,0,98,1,4,6,50,1,28,1,2,2,59,100,10,3,4,62
"Good",66,139,2,59,20,1,1,100,-7,6,8,21,4,24,1,1,1,60,-8,6,1,3,88
"Good",78,132,12,91,30,0,0,100,-7,7,8,11,0,37,0,1,1,50,-8,4,2,1,67
"Bad",59,134,4,68,19,2,0,78,30,6,5,23,2,43,-7,0,0,88,85,5,2,1,88
"Good",74,260,7,61,45,1,0,96,60,6,5,47,1,24,-7,2,2,14,87,6,3,1,43
"Good",64,233,6,89,39,0,0,100,-7,7,8,39,1,33,0,1,1,63,82,7,7,3,78
"Bad",63,207,11,74,45,0,0,100,-7,7,8,46,1,13,7,0,0,85,20,10,2,5,57
"Bad",64,173,12,78,24,1,0,73,5,4,5,26,0,42,0,2,1,43,99,4,9,1,74
"Good",83,283,6,75,26,0,0,100,-7,7,8,26,1,50,0,1,1,22,73,2,2,0,67
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",78,266,13,95,16,0,0,100,-7,7,8,16,0,56,0,2,2,51,90,4,2,1,100
"Bad",82,187,0,68,17,0,0,100,-7,7,8,18,2,39,-7,0,0,19,96,2,2,0,67
"Bad",76,266,1,93,12,0,0,100,-7,7,8,13,6,62,0,3,3,86,85,3,3,1,100
"Good",65,332,2,139,16,1,0,89,1,3,5,18,2,0,1,1,1,5,-8,9,-8,0,60
"Bad",70,228,2,49,11,0,0,100,-7,7,8,12,2,0,8,0,0,57,-8,9,-8,6,90
"Bad",70,210,20,27,4,0,0,100,-7,7,8,51,0,50,-7,1,1,102,97,2,2,1,100
"Good",78,114,2,32,8,0,0,100,-7,7,8,9,3,67,1,2,2,39,69,1,1,0,67
"Bad",67,137,15,82,23,0,0,100,-7,7,8,2,0,17,0,1,1,66,-8,4,1,3,50
"Good",82,356,4,85,34,0,0,100,-7,7,8,34,3,21,0,1,1,2,-8,5,1,0,35
"Good",78,177,1,65,26,0,0,96,-8,6,6,28,3,46,-7,1,1,4,72,4,5,0,64
"Good",83,213,1,98,14,0,0,93,17,6,6,15,1,27,1,2,2,0,68,0,2,0,50
"Bad",57,121,12,63,7,4,4,70,57,0,2,11,0,60,0,0,0,38,78,1,3,0,100
"Bad",62,168,1,67,16,2,2,89,6,0,2,20,1,42,20,0,0,89,91,2,2,1,83
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",60,281,1,73,35,0,0,78,0,4,6,40,4,28,0,8,8,16,86,10,4,2,68
"Good",83,232,9,83,28,0,0,100,-7,7,8,53,1,18,11,0,0,5,12,5,2,0,41
"Bad",69,33,4,16,5,0,0,100,-7,7,8,5,1,20,0,3,2,53,92,3,1,0,100
"Bad",62,282,13,99,24,4,3,70,18,6,3,31,0,26,0,0,0,29,-8,4,1,1,45
"Good",79,197,17,100,15,0,0,93,29,6,6,15,0,40,5,1,1,48,26,1,2,1,75
"Good",65,175,1,51,53,0,0,100,-7,7,8,65,7,48,-7,6,6,36,88,9,9,3,63
"Bad",70,386,5,92,25,0,0,100,-7,7,8,25,3,56,0,4,4,67,89,4,4,2,89
"Bad",65,330,13,97,37,1,0,86,12,6,5,43,0,53,0,0,0,61,60,9,2,3,79
"Bad",60,188,31,136,12,1,0,65,4,4,5,17,0,47,0,3,3,51,54,4,2,1,100
"Bad",66,248,2,61,11,1,1,85,9,4,4,13,3,69,0,1,1,95,69,1,2,1,100
"Good",72,269,2,86,25,0,0,85,0,4,6,26,1,12,0,2,2,1,-8,3,1,0,29
"Bad",54,375,3,99,44,0,0,84,1,4,6,44,4,45,0,2,2,72,70,10,4,4,64
"Good",84,199,23,100,17,0,0,100,-7,7,8,17,0,18,-8,0,0,37,19,2,2,0,50
"Good",75,234,0,73,34,1,0,97,30,6,5,45,6,11,0,2,2,11,88,6,2,1,33
"Bad",82,-8,24,91,15,1,0,94,57,6,5,0,0,31,-7,0,0,0,-8,2,1,0,50
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",66,221,12,103,19,2,0,67,6,3,5,11,0,38,-7,0,0,23,44,3,4,1,89
"Good",86,147,7,63,15,0,0,100,-7,7,8,15,1,47,-7,1,0,6,91,1,2,0,60
"Good",80,372,13,71,9,0,0,100,-7,7,8,14,0,33,0,4,4,35,-8,1,1,1,29
"Good",88,193,17,119,12,0,0,100,-7,7,8,14,0,33,-7,2,2,17,-8,2,1,0,75
"Bad",70,69,1,25,17,0,0,100,-7,7,8,21,5,20,-7,0,0,21,89,5,2,2,70
"Bad",73,127,5,60,12,0,0,85,11,4,6,13,1,77,8,0,0,-8,66,0,2,0,67
"Bad",65,132,3,35,21,0,0,93,-7,5,7,28,4,61,0,6,6,91,-8,7,1,1,89
"Bad",67,257,17,111,16,1,0,68,5,3,5,19,0,37,-7,1,0,17,56,4,2,0,60
"Good",85,-8,17,86,21,0,0,100,-7,7,8,22,0,59,-7,0,0,0,-8,1,1,1,80
"Good",87,129,2,77,15,0,0,100,-7,7,8,16,2,19,0,0,0,6,-8,3,1,0,40
"Bad",59,159,11,74,2,1,1,33,11,1,3,3,1,100,0,0,0,-8,-8,-8,1,-8,100
"Good",83,306,2,92,30,0,0,100,-7,7,8,32,3,22,-8,0,0,18,-8,5,1,1,43
"Good",65,128,5,46,19,0,0,100,-7,7,8,20,2,20,0,1,1,59,-8,8,1,5,82
"Bad",62,229,10,45,22,0,0,87,6,4,6,43,2,35,10,0,0,43,-8,4,2,1,50
"Bad",59,185,23,79,35,0,0,97,9,4,6,37,0,9,-7,2,2,73,-8,11,1,9,86
"Good",70,214,3,80,52,0,0,96,62,6,6,52,3,35,0,5,5,13,17,10,3,2,62
"Good",79,289,4,105,48,0,0,100,-7,6,7,51,1,29,0,2,2,40,79,5,3,1,44
"Bad",72,166,0,47,18,0,0,100,-7,7,8,19,3,68,0,7,7,36,60,2,3,1,83
"Good",82,157,6,80,24,0,0,96,26,6,6,26,2,77,4,1,1,10,56,1,2,0,50
"Bad",77,324,7,76,31,0,0,100,-7,7,8,31,5,35,1,3,3,0,65,0,2,0,33
"Bad",70,130,8,67,11,1,0,92,3,3,2,12,1,58,0,1,1,45,78,1,2,-8,75
"Bad",67,92,4,30,14,0,0,100,-7,7,8,14,3,29,0,1,1,44,95,6,2,1,82
"Bad",62,212,32,103,11,1,1,77,9,0,2,13,0,23,-8,0,0,49,-8,5,1,2,89
"Bad",74,160,5,52,16,0,0,100,-7,7,8,16,4,56,-7,2,2,54,45,5,2,1,88
"Bad",72,73,11,36,7,0,0,100,-7,7,8,7,1,57,-7,1,1,45,63,1,3,1,80
"Good",74,-8,4,100,8,1,1,88,30,6,6,0,1,13,4,1,1,2,-8,1,1,0,43
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",79,121,18,75,22,1,0,96,70,6,5,24,0,58,19,0,0,7,42,2,2,0,44
"Good",76,93,3,52,35,0,0,100,-7,7,8,35,4,40,2,3,3,12,98,5,4,0,60
"Good",78,150,6,63,37,0,0,100,-7,7,8,40,1,18,0,0,0,3,63,2,2,0,50
"Good",65,338,7,55,24,0,0,83,9,4,6,24,2,33,0,2,2,13,78,2,2,0,31
"Good",75,129,11,57,23,0,0,100,-7,7,8,24,1,38,12,1,0,32,71,4,4,0,67
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",69,209,7,77,20,0,0,100,-7,7,8,21,2,20,1,2,2,56,-8,3,1,1,57
"Bad",54,266,5,99,54,0,0,96,11,4,6,56,2,43,2,3,3,58,67,12,6,3,69
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",65,372,4,135,32,0,0,97,48,6,6,28,2,0,4,2,2,57,-8,11,-8,6,62
"Good",80,146,7,72,40,0,0,100,-7,7,8,43,1,26,2,2,2,29,-8,2,1,0,60
"Bad",74,176,5,87,21,0,0,95,19,6,6,21,1,38,-7,2,2,29,89,3,1,1,50
"Good",84,205,16,89,22,0,0,100,-7,7,8,22,0,45,0,2,2,20,63,1,2,0,27
"Good",86,120,12,68,25,0,0,100,-7,7,8,25,0,40,0,1,1,1,-8,3,1,0,50
"Bad",65,182,11,53,12,1,1,100,-7,6,8,12,1,8,2,2,2,46,-8,5,1,2,86
"Bad",60,110,6,64,10,2,2,45,59,6,4,12,2,64,0,4,3,28,-8,1,1,0,67
"Bad",87,285,2,73,26,0,0,100,-7,7,8,29,3,45,0,0,0,3,108,3,5,0,67
"Good",81,-8,8,31,10,0,0,100,-7,7,8,11,2,18,0,1,1,0,-8,0,1,0,13
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",81,279,15,94,44,0,0,98,-8,6,6,47,0,36,0,0,0,19,56,7,2,0,64
"Bad",61,198,6,56,20,0,0,100,-7,7,8,21,2,5,0,1,1,88,-8,12,1,8,87
"Bad",55,97,15,56,6,2,0,40,7,4,5,10,0,20,0,2,2,38,-8,4,-8,1,67
"Bad",68,107,2,36,16,0,0,100,-7,7,8,17,4,47,0,2,1,64,62,6,4,3,83
